datetime,stock_code,news,aspect,sentiment
2023-01-12,SNES,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 06.50 A.M. ET).,Stock Commentary,0
2023-01-12,SLNA,"Selina Hospitality PLC,, the fast-growing lifestyle and experiential hospitality company targeting millennial and Gen Z travelers, announced it opened its fourth hotel in Australia, Selina Magnetic Island, on December 23rd. Selina is located on Magnetic Island, 8 km offshore from Townsville, Queensland, sitting just a 5- minute walk from Horseshoe Bay.",Company | Product News,0
2023-01-12,SATX,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 06.50 A.M. ET).,Stock Commentary,0
2023-01-12,DBGI,Consumer stocks were mixed pre-bell Thursday. The Consumer Staples Select Sector SPDR Fund (XLP) was 0.8% lower and the Consumer Discretionary Select Sector SPDR Fund (XLY) was up 0.9% recently.,Markets,0
2023-01-12,NC,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-12,ORMP,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 06.50 A.M. ET).,Stock Commentary,0
2023-01-12,MDVL,"Brookdale Senior Living Inc. BKD recently announced that its fourth-quarter weighted average occupancy climbed 70 basis points from the third-quarter level to 77.1%, marking the highest for 2022. The figure compares favorably with the year-ago period&rsquo;s 73.6%.",Company | Product News,1
2023-01-12,RENE,"India has set a target to annually auction 8 gigawatts (GW) of wind power projects to the end of 2030 to boost renewable energy capacity, a government order said.",Macro,0
2023-01-12,SUPV,Banco Macro BMA shares rallied 5.7% in the last trading session to close at $19.82. This move can be attributable to notable volume with a higher number of shares being traded than in a typical session. This compares to the stock's 39.7% gain over the past four weeks.,Stock Movement,1
2023-01-12,CTLP,"The Western Union Company WU resumed its money remittance services to Cuba, following a two-year halt. The pilot program has started with limited capacity and the company is expected to expand operations in the future.",Macro,0
2023-01-12,PTA,"In trading on Thursday, shares of Cohen &amp; Steers Tax-advantaged Preferred Securities (Symbol: PTA) crossed above their 200 day moving average of $19.13, changing hands as high as $19.20 per share. Cohen &amp; Steers Tax-advantaged Preferred Securities shares are currently",Stock Movement,1
2023-01-12,ADTX,"Investors in Aditxt, Inc ADTX need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 20, 2023 $2 Put had some of the highest implied volatility of all equity options today.",Stock Commentary,0
2023-01-12,NNI,Conglomerates like Berkshire Hathaway are popular among the investment community due to their long-term track record of outperforming the market. Long-term shareholders of the company managed by Warren Buffett have seen their investment grow by a compound annual growth rate of 20,Stock Commentary,0
2023-01-12,WHF,"Creating a portfolio with stocks that have robust liquidity levels will likely favor investors seeking healthy returns, especially amid volatile market conditions.",General News | Opinion,0
2023-01-12,ULH,"The extreme volatility in 2022 dented the Zacks Transportation-Services industry big time. Supply-chain woes continue to cast a shadow over the prospects of transport service providers.However, despite this gloom, freight demand has been impressive as economic activities",Macro,-1
2023-01-12,FSI,"While the proven Zacks Rank places an emphasis on earnings estimates and estimate revisions to find strong stocks, we also know that investors tend to develop their own individual strategies. With this in mind, we are always looking at value, growth, and momentum trends t",Financials,0
2023-01-12,CLAR,Victoria's Secret VSCO shares ended the last trading session 12.4% higher at $38.50. The jump came on an impressive volume with a higher-than-average number of shares changing hands in the session. This compares to the stock's 17.4% loss over the past four weeks.,Stock Movement,1
2023-01-12,MEDS,"TRxADE (MEDS) could be a solid addition to your portfolio given its recent upgrade to a Zacks Rank #1 (Strong Buy). This upgrade primarily reflects an upward trend in earnings estimates, which is one of the most powerful forces impacting stock prices.",Stock Commentary,1
2023-01-12,PLBY,"Consumer stocks were ending broadly mixed in Thursday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) down 0.8% while the Consumer Discretionary Select Sector SPDR Fund (XLY) was rising almost 0.2%.",Markets,-1
2023-01-12,LVWR,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 06.50 A.M. ET).,Stock Commentary,0
2023-01-12,CNOB,"In trading on Thursday, shares of ConnectOne Bancorp Inc (Symbol: CNOB) crossed above their 200 day moving average of $26.06, changing hands as high as $26.08 per share. ConnectOne Bancorp Inc shares are currently trading up about 0.8% on the day. The chart below shows the on",Stock Movement,1
2023-01-12,DOOR,"The proven Zacks Rank system focuses on earnings estimates and estimate revisions to find winning stocks. Nevertheless, we know that our readers all have their own perspectives, so we are always looking at the latest trends in value, growth, and momentum to find strong pi",Earnings,0
2023-01-12,BCOV,"While the proven Zacks Rank places an emphasis on earnings estimates and estimate revisions to find strong stocks, we also know that investors tend to develop their own individual strategies. With this in mind, we are always looking at value, growth, and momentum trends t",Financials,0
2023-01-12,AE,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-12,BBD,"The First Trust BICK Index Fund ETF is seeing unusually high volume in afternoon trading Thursday, with over 149,000 shares traded versus three month average volume of about 25,000. Shares of BICK were down about 1.2% on the day.",Stock Commentary,1
2023-01-12,VIEW,"View, Inc. (VIEW) has been on a downward spiral lately with significant selling pressure. After declining 48.1% over the past four weeks, the stock looks well positioned for a trend reversal as it is now in oversold territory and there is strong agreement among Wall Stree",Stock Commentary,-1
2023-01-12,SLVM,"For Immediate ReleaseChicago, IL &ndash; January 12, 2023 &ndash; Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets. Stocks recently featured",Earnings,0
2023-01-12,VIRC,"This year, astute investors should apply an active investing approach, which primarily involves zeroing in on those stocks whose prices vary within a narrow band.",General News | Opinion,0
2023-01-12,PVL,"In trading on Thursday, agriculture &amp; farm products shares were relative leaders, up on the day by about 3.9%. Leading the group were shares of Appharvest, up about 29.4% and shares of Adecoagro up about 2.4% on the day.",Markets,1
2023-01-12,GRFS,"In trading on Thursday, shares of Grifols SA, Barcelona (Symbol: GRFS) crossed above their 200 day moving average of $9.38, changing hands as high as $9.46 per share. Grifols SA, Barcelona shares are currently trading up about 3.6% on the day. The chart below shows the one ye",Stock Movement,1
2023-01-13,SHPH,Health care stocks were mixed pre-bell Friday. The Health Care Select Sector SPDR Fund (XLV) was 0.5% lower and the iShares Biotechnology ETF (IBB) was recently advancing by 0.2%.,Markets,0
2023-01-13,SHPH,"Health care stocks were moderately higher Friday afternoon, with the NYSE Health Care Index rising 0.4% and the Health Care Select Sector SPDR Fund (XLV) up 0.1%.",Markets,1
2023-01-13,SHPH,"Health care stocks were moderately higher Friday afternoon, with the NYSE Health Care Index rising 0.6% and the Health Care Select Sector SPDR Fund (XLV) up 0.5%.",Markets,1
2023-01-13,RADI,"In trading on Friday, shares of Radius Global Infrastructure Inc (Symbol: RADI) crossed above their 200 day moving average of $12.89, changing hands as high as $13.01 per share. Radius Global Infrastructure Inc shares are currently trading up about 3.4% on the day. The chart",Stock Movement,1
2023-01-13,GB,"Global Blue Group Holding AG (GB) shares closed this week 28.6% higher than it did at the end of last week. The stock is currently up 17.5% year-to-date, down 27.5% over the past 12 months, and down 36.4% over the past five ye",Stock Movement,1
2023-01-13,GAB,"In trading on Friday, shares of Gabelli Equity Trust's 5.00% Series H Cumulative Preferred Stock (Symbol: GAB.PRH) were yielding above the 5.5% mark based on its quarterly dividend (annualized to $1.25), with shares changing hands as low as $22.48 on the day. This compares",Stock Commentary,1
2023-01-13,CMMB,"Shares of Intercept Pharmaceuticals, Inc. ICPT gained 12.4% in the last six months compared with the industry&rsquo;s growth of 0.3%.",Stock Movement,1
2023-01-13,SPRC,"In trading on Friday, hospital &amp; medical practitioners shares were relative leaders, up on the day by about 2.9%. Leading the group were shares of Aveanna Healthcare Holdings, up about 56.4% and shares of Bright Health Group up about 7.7% on the day.",Stock Movement,1
2023-01-13,NZF,Billionaire activist investor Nelson Peltz often presents himself as a partner with constructive advice for corporations and in 2019 Walt Disney Co Chief Executive Bob Iger was eager to hear his ideas.,General News | Opinion,0
2023-01-13,YMM,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",Stock Commentary,0
2023-01-13,RMCF,"Consumer stocks were ending higher during Friday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) climbing 0.4%, reversing a midday dip, while the Consumer Discretionary Select Sector SPDR Fund (XLY) was rising 0.9%.",Markets,1
2023-01-13,PTA,"Looking at the universe of stocks we cover at Dividend Channel, on 1/17/23, GFL Environmental Inc (Symbol: GFL), Quest Diagnostics, Inc. (Symbol: DGX), and Cohen &amp; Steers Tax-advantaged Preferred Securities (Symbol: PTA) will all trade ex-dividend for their respective upcom",Stock Commentary,0
2023-01-13,NEU,"Looking today at week-over-week shares outstanding changes among the universe of ETFs covered at ETF Channel, one standout is the First Trust Value Line Dividend Index Fund (Symbol: FVD) where we have detected an approximate $104.7 million dollar outflow -- that's a 0.8% decrea",Stock Commentary,0
2023-01-13,LGVN,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-13,SLNO,"Investors might want to bet on Soleno Therapeutics, Inc. (SLNO), as it has been recently upgraded to a Zacks Rank #1 (Strong Buy). An upward trend in earnings estimates -- one of the most powerful forces impacting stock prices -- has triggered this rating change.",Analyst Update,1
2023-01-13,ALLG,(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.40 A.M. ET).,Stock Commentary,0
2023-01-13,FATP,"Fat Projects Acquisition Corp, a special purpose acquisition company formed by Fat Projects SPAC Pte. Ltd., announced today that its shareholders approved amendments to its charter and trust agreement to change the structure and cost of how FATP can obtain extensions to the deadline to complete its initial business combination and that FATP obtained the...",M&A | Investments,0
2023-01-13,LBC,"Washington Federal&rsquo;s WAFD first-quarter fiscal 2023 (ended Dec 31, 2022) earnings of $1.16 per share surpassed the Zacks Consensus Estimate of $1.11 per share. The bottom line reflects a year-over-year jump of 63.4%.Results were primarily supported by robust loan balances",Earnings,1
2023-01-13,JSPR,"Health care stocks were moderately higher Friday afternoon, with the NYSE Health Care Index rising 0.6% and the Health Care Select Sector SPDR Fund (XLV) up 0.5%.",Markets,1
2023-01-13,TRVG,Investors with an interest in Internet - Services stocks have likely encountered both Trivago N.V. ADS (TRVG) and The Trade Desk (TTD). But which of these two stocks presents investors with the better value opportunity right now? Let's take a closer look.,Stock Commentary,0
2023-01-13,PEPG,"""Most of us have heard the dictum """"the trend is your friend."""" And this is undeniably the key to success when it comes to short-term investing or trading. But it isn't easy to ensure the sustainability of a trend and profit from it.""",General News | Opinion,0
2023-01-13,PBLA,"(RTTNews) - Panbela Therapeutics, Inc. (PBLA) shares are sliding more than 11 percent on Friday morning trade after the company announced 1-for-40 reverse stock split, effective today.",Stock Movement,-1
2023-01-13,LHC,"(RTTNews) - World View, a stratospheric exploration and flight provider Friday announced a definitive combination agreement with special purpose acquisition company Leo Holdings Corp. II (LHC).",Company | Product News,0
2023-01-13,MDVL,"UnitedHealth Group Incorporated UNH has reported fourth-quarter 2022 adjusted earnings of $5.34 per share, which beat the Zacks Consensus Estimate of $5.17 and our estimate of $5.13. The bottom line improved from $4.48 per share reported a year ago.",Financials,1
2023-01-13,UEIC,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",Financials,0
2023-01-13,SATX,Technology stocks were retreating pre-bell Friday with the Technology Select Sector SPDR Fund (XLK) and the iShares Semiconductor ETF (SOXX) recently slipping past 1%.,Markets,0
2023-01-13,KODK,"In this week’s World Reimagined, we will look at the rapidly evolving world of Artificial Intelligence (AI), some of its players, and what companies are poised to gain from a pivotal year where AI hits center stage.",General News | Opinion,0
2023-01-13,DOYU,"DouYu International Holdings Limited Sponsored ADR (DOYU) reached a significant support level, and could be a good pick for investors from a technical perspective. Recently, DOYU's 50-day simple moving average broke out above its 200-day moving average; this is known as a",Company | Product News,1
2023-01-13,OCSL,"Oaktree Specialty Lending (OCSL) closed the most recent trading day at $7.10, moving -0.7% from the previous trading session. This change lagged the S&amp;P 500's 0.4% gain on the day. Meanwhile, the Dow gained 0.33%, and the Nasdaq, a tech-heavy index, lost 1.1%.",Stock Movement,1
2023-01-13,JPS,"Expensive stocks can have low share prices. Cheap stocks can have high share prices. It might seem counterintuitive, but it's true.",Stock Commentary,0
2023-01-13,ASR,"Here are three stocks with buy rank and strong momentum characteristics for investors to consider today, January 13th:",Stock Commentary,0
2023-01-13,FSBC,"American Express Company AXP recently inked a deal to purchase Israel-based Nipendo, which extends a cloud-based platform meant to automate and simplify business-to-business (B2B) payments processes. Subject to customary closing conditions, the acquisition is likely to ge",M&A | Investments,0
2023-01-13,VIRC,"For Immediate ReleaseChicago, IL &ndash; January 13, 2023 &ndash; Stocks in this week&rsquo;s article are Expro Group Holdings XPRO, Banco Bilbao Viscaya Argentaria BBVA and Virco Manufacturing VIRC.",Stock Commentary,0
2023-01-13,XPON,(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.40 A.M. ET).,Stock Commentary,0
2023-01-13,NICK,"When looking for new stocks, it's always a good idea for retail investors to see where the smart money traded by large institutional investors is going. After all, many of these investors are paid huge salaries to invest, and they are quite good at what they do. One stock that pe",Stock Commentary,0
2023-01-13,ELOX,(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.40 A.M. ET).,Stock Commentary,0
2023-01-13,ISRLU,"--Israel Acquisitions Corp today announced the pricing of its initial public offering of 12,500,000 units at a price of $10.00 per unit. Israel Acquisitions Corp is a Cayman Islands exempted company incorporated as a blank-check company formed for the purpose of entering into a merger, share exchange, asset acquisition, stock purchase, recapitalization,...",Company | Product News,0
2023-01-13,LXFR,"Wall Street wrapped up 2022 as the worst year since 2008, terminating a three-year winning streak. Major stock indexes suffered a bloody blow last year.",Markets,-1
2023-01-13,WKEY,(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.40 A.M. ET).,Stock Commentary,0
2023-01-13,GNT,"The following companies are expected to report earnings prior to market open on 01/17/2023. Visit our Earnings Calendar for a full list of expected earnings releases.Morgan Stanley (MS)is reporting for the quarter ending December 31, 2022. The investment bankers company's consen",Earnings,0
2023-01-13,MLGO,"--MicroAlgo Inc. today announced that it has entered into a definitive agreement for the issuance and sale of 2,666,667 private placement units at $1.20 per unit, each unit consisting of one ordinary share of the Company, par value $0.001 per share, and one warrant entitling the holder to purchase one whole Ordinary Share at an exercise price of $1.35 per whole...",Company | Product News,0
2023-01-13,WVE,"Morphic Holding, Inc. (MORF) shares ended the last trading session 18.7% higher at $31.84. The jump came on an impressive volume with a higher-than-average number of shares changing hands in the session. This compares to the stock's 2.4% loss over the past four weeks.",Stock Movement,1
2023-01-13,TFPM,"Futures for Canada's main stock index edged lower on Friday as investors assessed earnings from major banks in the United States, while an uptick in crude and gold prices limited losses on the commodity-heavy bourse.",Markets,-1
2023-01-13,TFPM,Maverix Metals Inc said on Thursday its shareholders have agreed to a cash and stock deal with royalty firm Triple Flag Precious Metals Corp.,M&A | Investments,0
2023-01-13,MKTW,The following are today's upgrades for Validea's Earnings Yield Investor model based on the published strategy of Joel Greenblatt. This value model looks for companies with high return on capital and earnings yields.MARKETWISE INC (MKTW) is a small-cap growth stock in the Busines,Earnings,0
2023-01-13,MGIC,"Here at Zacks, we focus on our proven ranking system, which places an emphasis on earnings estimates and estimate revisions, to find winning stocks. But we also understand that investors develop their own strategies, so we are constantly looking at the latest trends in va",Financials,0
2023-01-13,IONR,"The U.S. Energy Department said on Friday it will lend ioneer Ltd up to $700 million to build its Rhyolite Ridge lithium mining project in Nevada, a major step forward in President Joe Biden's plan to develop a domestic electric vehicle supply chain.",Macro,0
2023-01-13,SHPH,(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.40 A.M. ET).,Stock Commentary,0
2023-01-13,MDWD,"""The latest Consumer Price Index (CPI) figures showed that inflation is still easing, having dropped for the 6 th consecutive month. The CPI for December rose by 6.5% from the same period a year ago and fell by 0.1% compared to November, thereby meeting Street expectations. There are still areas of concern, though, such as services inflation, which might put a spanner in the works for investors hoping the latest readout will cause the Fed to put the brakes on its rate-hiking endeavors. Additionally, there are still plenty of concerns about the prospect of a recession. However, one financial expert thinks these are overblown. Investment strategist Ed Yardeni recently said the “outlook for the world economy is actually improving.” In fact, Yardeni thinks the bottom for the stock market has been in since October 12. “That was the end of the bear market,” he says, “and we‘re back in a bull market.” If Yardeni is right, then now is likely a propitious time for investors to buy in. With this in mind, we’ve dipped into the TipRanks database and found two names that are expected to push higher in the months ahead ? by the order of 80% or more. And the cherry on top - all three are rated as Strong Buys by the analyst consensus. Let’s see why the analysts are so keen on these names right now. Ultragenyx Pharmaceutical Inc. ( RARE ) We'll start with Ultragenyx Pharmaceutical, a biotech company focused on developing and bringing to market treatments for rare and ultra-rare genetic diseases. The company has several products on the market, including Crysvita, a therapy for X-linked hypophosphatemia (XLH) and Dojolvi, a prescription medicine that treats long-chain fatty acid oxidation disorders (LC-FAOD). Additionally, the company boasts a diverse clinical pipeline based around three rare disease research paths: bone/endocrine; metabolics; and CNS/muscle. These include UX111, an AAV9 gene therapy Ultragenyx, which is indicated to treat Sanfilippo syndrome type A (MPS IIIA). Based on interim data from the ongoing, pivotal Transpher A study, the company anticipates talking to the FDA in 1H23 regarding the filing route. There’s also the Phase 3 study of DTX401 taking place. This is an AAV8 gene therapy designed to treat glycogen storage disease type 1a (GSD1a). Then there’s GTX-102, an antisense oligonucleotide (ASO) for Angelman syndrome that the company procured via last year’s GeneTx acquisition. An update from the expansion cohorts of a Phase 1/2 study is anticipated this year. This is the drug that H.C. Wainwright analyst Ed Acre thinks investors are most focused on, believing it to be the “main value driver for the stock.” The shares lost 46% during 2022, and Acre thinks that is “due partly to lingering doubts on GTX-102's safety and how to interpret data in very small ‘n’ and across multiple assessments.” “However,” the 5-star analyst went on to explain, “we believe the determination of the optimal dose, with ‘substantial data’ on GTX-102 (likely in terms of both sample size and duration post-treatment) expected next year (2023) could represent a major de-risking event, which we anticipate could occur before key competitive readouts from ION582 and rugonersen.” “Despite the unflattering stock chart,” the analyst concluded, “as we look across the broad pipeline, we see substantial value-creation potential that creates an excellent entry-point, in our view.” To this end, Acre rates RARE shares a Buy, backed by an $82 price target. This figure reflects his belief in ~85% upside heading into next year. (To watch Acre’s track record, click here) It’s not as if Acre is alone in his bullish take. With 11 Buy ratings and just 1 Hold, the consensus view here is a Strong Buy. At 86.58, the average target represents one-year upside of ~95%. (See RARE stock forecast ) MediWound Ltd. ( MDWD ) The next stock in our sights is MediWound, a biopharmaceutical company that leverages its enzymatic technology platform to develop next-generation therapies for severe burns, wounds, and tissue repair. The big recent news on the Mediwound front is the one all biotechs hope to achieve. At the end of December, the company announced that the FDA has given its nod of approval for NexoBrid, the company’s solution for the removal of eschar in adults with deep partial-thickness and/or full-thickness thermal burns. The U.S. commercial launch is expected to take place in 2Q23, and the approval triggers a $7.5 million milestone payment from Vericel. NexoBrid is already approved in 43 countries. As for the pipeline, the company is also working on EscharEx, a topical agent being advanced for the debridement of chronic and other hard-to-heal wounds. The treatment had positive results in Phase 2 studies, and once discussions with the regulators are done, the company intends on initiating a pivotal Phase 3 trial in 1H23. There’s also MW005, a treatment of low-risk Basal Cell Carcinoma (BCC). Mediwound recently announced positive data from its Phase I/II study and patients are still being enrolled, with more results anticipated this year. Maxim analyst Michael Okunewitch lays out the bull-case for Mediwound, noting: “We expect revenue for NexoBrid to build, particularly with a U.S. approval, and see this opportunity alone as a valuation catalyst, with the higher value opportunity represented by EscharEx in the ~$2B chronic wound market.” “MediWound has ~$35M in cash on the balance sheet and combined with the $7.5M milestone from partner Vericel, the company should have cash runway into 2025 and be well-positioned to execute on its clinical and commercial strategy to drive value for investors,"""" the analyst added. These comments underpin Okunewitch’s Buy rating, while his $25 price target suggests the shares could surge ~93% over the coming year. (To watch Okunewitch’s track record, click here) Looking at the consensus breakdown, based on Buys only ? 4, in total - the analysts view this stock as a Strong Buy. The forecast calls for one-year gains of a hefty 172%, considering the average target stands at $34. (See MDWD stock forecast ) To find good ideas for stocks trading at attractive valuations, visit TipRanks’ Best Stocks to Buy, a newly launched tool that unites all of TipRanks’ equity insights. Disclaimer: The opinions expressed in this article are solely those of the featured analyst. The content is intended to be used for informational purposes only. It is very important to do your own analysis before making any investment.""",Macro,-1
2023-01-13,ZVSA,"The NASDAQ 100 Pre-Market Indicator is down -111.96 to 11,347.65. The total Pre-Market volume is currently 78,219,354 shares traded.The following are the most active stocks for the pre-market session: Bed Bath &amp; Beyond Inc. (BBBY) is -0.11 at $5.13, with 12,332,922 shares tr",Markets,0
2023-01-13,FWBI,"(RTTNews) - Shares of nano-cap company First Wave BioPharma, Inc. (FWBI) jumped about 25% in extended session on Friday after the company provided update on IND filing for phase 2 trial of enhanced microgranule formulation of Adrulipase for exocrine pancreatic insufficiency.",Stock Movement,1
2023-01-13,FA,Climb Global Solutions (CLMB) shares soared 6.7% in the last trading session to close at $37.15. The move was backed by solid volume with far more shares changing hands than in a normal session. This compares to the stock's 8% gain over the past four weeks.,Stock Movement,1
2023-01-13,ENSV,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-13,BKKT,(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.40 A.M. ET).,Stock Commentary,0
2023-01-13,HBANP,"In trading on Friday, shares of Huntington Bancshares Inc's 8.50% Series A Non-Cumulative Perpetual Convertible Preferred Stock (Symbol: HBANP) were yielding above the 6% mark based on its quarterly dividend (annualized to $1.125), with shares changing hands as low as $18.70 o",Treasuries | Corporate Debt,0
2023-01-13,GWAV,"--Greenwave Technology Solutions, Inc., a leading operator of metal recycling facilities in Virginia and North Carolina, is pleased to announce it is now operating a metal processing and equipment maintenance hub in Chesapeake, VA.. Greenwave expects its profit margins on the metal processed through its Chesapeake facility will increase by 20-25% as a result...",Company | Product News,0
2023-01-13,GRFS,Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:,Stock Commentary,0
2023-01-13,GLAD,"The Finance group has plenty of great stocks, but investors should always be looking for companies that are outperforming their peers. Is Geo Group (GEO) one of those stocks right now? By taking a look at the stock's year-to-date performance in comparison to its Finance p",Stock Commentary,0
2023-01-13,APPF,"In recent trading, shares of AppFolio Inc (Symbol: APPF) have crossed above the average analyst 12-month target price of $116.00, changing hands for $119.71/share. When a stock reaches the target an analyst has set, the analyst logically has two ways to react: downgrade on valua",Analyst Update,1
2023-01-13,ATOM,Technology stocks were retreating pre-bell Friday with the Technology Select Sector SPDR Fund (XLK) and the iShares Semiconductor ETF (SOXX) recently slipping past 1%.,Markets,0
2023-01-13,ATRI,"In trading on Friday, shares of Atrion Corp. (Symbol: ATRI) crossed above their 200 day moving average of $625.81, changing hands as high as $632.22 per share. Atrion Corp. shares are currently trading up about 2.9% on the day. The chart below shows the one year performance o",Stock Movement,1
2023-01-13,EURN,Euronav NV (EURN) shares ended the last trading session 8.9% higher at $14.49. The jump came on an impressive volume with a higher-than-average number of shares changing hands in the session. This compares to the stock's 29.1% loss over the past four weeks.,Stock Movement,1
2023-01-13,BCPC,"In trading on Friday, shares of Balchem Corp. (Symbol: BCPC) crossed above their 200 day moving average of $129.05, changing hands as high as $131.41 per share. Balchem Corp. shares are currently trading up about 2.1% on the day. The chart below shows the one year performance",Stock Movement,1
2023-01-13,BDSX,"UnitedHealth Group Incorporated UNH has reported fourth-quarter 2022 adjusted earnings of $5.34 per share, which beat the Zacks Consensus Estimate of $5.17 and our estimate of $5.13. The bottom line improved from $4.48 per share reported a year ago.",Financials,1
2023-01-13,BKCC,Stellus Capital (SCM) shares ended the last trading session 5.2% higher at $14. The jump came on an impressive volume with a higher-than-average number of shares changing hands in the session. This compares to the stock's 1.3% loss over the past four weeks.,Stock Movement,1
2023-01-13,CLMB,Climb Global Solutions (CLMB) shares soared 6.7% in the last trading session to close at $37.15. The move was backed by solid volume with far more shares changing hands than in a normal session. This compares to the stock's 8% gain over the past four weeks.,Stock Movement,1
2023-01-13,CISO,(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.40 A.M. ET).,Stock Commentary,0
2023-01-13,CMPS,"Investors might want to bet on COMPASS Pathways PLC Sponsored ADR (CMPS), as it has been recently upgraded to a Zacks Rank #1 (Strong Buy). An upward trend in earnings estimates -- one of the most powerful forces impacting stock prices -- has triggered this rating change.",Stock Commentary,1
2023-01-13,MATW,"Looking at options trading activity among components of the Russell 3000 index, there is noteworthy activity today in Matthews International Corp (Symbol: MATW), where a total volume of 643 contracts has been traded thus far today, a contract volume which is representative of a",Stock Commentary,0
2023-01-14,MIXT,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-14,CATO,"The following are today's upgrades for Validea's Book/Market Investor model based on the published strategy of Joseph Piotroski. This value-quant strategy screens for high book-to-market stocks, and then separates out financially sound firms by looking at a host of improving fina",Company | Product News,0
2023-01-14,FCCO,The following are today's upgrades for Validea's Low PE Investor model based on the published strategy of John Neff. This strategy looks for firms with persistent earnings growth that trade at a discount relative to their earnings growth and dividend yield.FIRST COMMUNITY CORP (S,Company | Product News,0
2023-01-14,VNET,"The following are today's upgrades for Validea's Book/Market Investor model based on the published strategy of Joseph Piotroski. This value-quant strategy screens for high book-to-market stocks, and then separates out financially sound firms by looking at a host of improving fina",Company | Product News,0
2023-01-14,NATR,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-14,BGFV,Big 5 Sporting Goods (NASDAQ: BGFV) is attracting investors due to its sizable dividend yield. This video will evaluate whether that dividend payment is sustainable.,Company | Product News,0
2023-01-15,ATRI,"The following are the top rated Healthcare stocks according to Validea's Patient Investor model based on the published strategy of Warren Buffett. This strategy seeks out firms with long-term, predictable profitability and low debt that trade at reasonable valuations.GENMAB A/S -",Stock Commentary,0
